line,movie,character,dialogue
370,The Return of the King,PIPPIN,What were you thinking Peregrin Took?  What service can a Hobbit offer     such a great lord of men?
371,The Return of the King,FARAMIR,",  It was     well done.  A generous deed should not be checked with cold counsel.     ,     You are to join the tower guard."
372,The Return of the King,PIPPIN,I didn't think they would find any livery that would  fit me.
373,The Return of the King,FARAMIR,It once belonged to a young boy of the city.  A very foolish one who     wasted many hours slaying dragons instead of attending his studies.
374,The Return of the King,PIPPIN,This was yours?
375,The Return of the King,FARAMIR,"Yes, it was mine.  My father had it made for me."
376,The Return of the King,GOTHMOG,Get back there and smash it down!
377,The Return of the King,ORC,But nothing can breach it!
378,The Return of the King,GOTHMOG,"Grond will breach it! , Bring out the wolf's head."
379,The Return of the King,ORCS,"Grond, Grond, Grond, Grond,     Grond!"
380,The Return of the King,ORCS,"Grond, Grond, Grond, Grond!"
381,The Return of the King,ARAGORN,Eowyn'
382,The Return of the King,EOWYN,We need you here.
383,The Return of the King,ARAGORN,Why have you come?
384,The Return of the King,EOWYN,Do you not know?
385,The Return of the King,ARAGORN,It is but a shadow and a thought that you love.  I cannot give you what     you seek.
386,The Return of the King,ARAGORN,I have wished you joy since first I saw you.
387,The Return of the King,GIMLI,Just where do you     think you're off to?
388,The Return of the King,ARAGORN,Not this time.  This time you must stay Gimli.
389,The Return of the King,GIMLI,Hmmmm
390,The Return of the King,LEGOLAS,Have you learnt nothing of the stubbornness of     dwarves?
391,The Return of the King,GIMLI,You might as well accept it.  We're going with you laddie.  Aragorn     smiles.
392,The Return of the King,SOLDIER,"What's happening, where is he going?  I don't understand.  (, Lord Aragorn!  Why does     he leave on the eve of battle?"
393,The Return of the King,GAMLING,He leaves because there is no hope.
394,The Return of the King,THEODEN,He leaves because he must.
395,The Return of the King,PIPPIN,"Well, I'm taller than you were then.  Though, I'm not likely to grow     anymore, except sideways."
396,The Return of the King,FARAMIR,"It never fitted me either.  Boromir was always the soldier.     ,  They were so alike he and     my father.  Proud, stubborn even, but strong."
397,The Return of the King,PIPPIN,I think you have strength of a different kind.  And one day your father     will see it.
398,The Return of the King,PIPPIN,"Here do I swear fealty and service to Gondor in peace or war, in living     or dying, from , ' from this hour henceforth     until my lord release me or death take me."
399,The Return of the King,DENETHOR,"And I shall not forget it! ,  nor fail to reward  that which is given.     ,      Fealty with love.  ,      Valour with honour.  Disloyalty with vengeance.      ,      I do not think we should so lightly abandon the outer defences.  Defences     that your brother long held intact."
400,The Return of the King,FARAMIR,What would you have me do?
401,The Return of the King,DENETHOR,I will not yield the River and Pellenor unfought.  Osgiliath must be     retaken.
402,The Return of the King,FARAMIR,My lord Osgiliath is over run.
403,The Return of the King,DENETHOR,Much must be risked in war.    Is there a Captain here who still has the     courage to do his lord's will?
404,The Return of the King,FARAMIR,You wish now that our places had been exchanged.  That I had died and     Boromir had lived.
405,The Return of the King,DENETHOR,"Yes, I wish that."
406,The Return of the King,GAMLING,To few have come.  We cannot defeat the armies of Mordor.
407,The Return of the King,THEODEN,"No, we cannot.  But we will meet them in battle nonetheless."
408,The Return of the King,THEODEN,"I have left instruction. , The people are to follow your rule in     my stead.     Take up my seat in the Golden Hall. Long may you defend Edoras, if the     battle goes ill."
409,The Return of the King,EOWYN,What other duty would you have me do my lord?
410,The Return of the King,THEODEN,"Duty? ,     no. , I     would have you smile again, not grieve for those whose time has come. You     shall live to see these days renewed , ' and no more despair"
411,The Return of the King,FARAMIR,"Since you are robbed of Boromir I will do what I can in his stead.     ,     If I should return, think better of me father."
412,The Return of the King,DENETHOR,That will depend on the manner of your return.
413,The Return of the King,GOLLUM,Ech!
414,The Return of the King,SAM,What are you up to?  Sneaking off are we?
415,The Return of the King,GOLLUM,"Sneaking?  Sneaking?  Fat Hobbit is always so polite.  Smeagol shows     them secret ways that nobody else could find and they say 'sneak!'  Sneak?      Very nice friend, oh yes my precious very nice , very nice!"
416,The Return of the King,SAM,Alright!  Alright!  You just startled me is all.  What were you doing?
417,The Return of the King,GOLLUM,Sneaking.
418,The Return of the King,SAM,"Fine, have it your own way.  ,  I'm sorry to wake you Mr Frodo but we have to be     moving on."
419,The Return of the King,FRODO,It's dark still.
420,The Return of the King,SAM,"It's always dark here.  ,  It's gone!     , The elven bread!"
421,The Return of the King,FRODO,What?  That's all we have left!
422,The Return of the King,MADRIL,We can't hold them.  The city is lost.
423,The Return of the King,FARAMIR,Tell the men to break cover.  We ride for Minas Tirith.
424,The Return of the King,DAMROD,Nazg'l!
425,The Return of the King,FARAMIR,Take cover!  Nazgul!  Fall     back.  Fall back to Minas Tirith!
426,The Return of the King,SAM,He took it.  He must have.
427,The Return of the King,GOLLUM,"Smeagol?  No, no, not poor Smeagol.  Smeagol hates nasty elf bread."
428,The Return of the King,SAM,You're a lying rat!  What did you do with it?
429,The Return of the King,FRODO,"He doesn't     eat it. , He can't have taken     it."
430,The Return of the King,GOLLUM,"Look, what's this?  ,  Crumbs on his jacketses.  He took it! ,He took it! ,  I've seen him, he's always stuffing his face when master's     not looking."
431,The Return of the King,SAM,"That's a filthy lie!  ,      You stinking, two faced sneak!"
432,The Return of the King,FRODO,Sam!
433,The Return of the King,SAM,Call me'
434,The Return of the King,FRODO,Stop it!
435,The Return of the King,SAM,I'll kill him!
436,The Return of the King,FRODO,"Sam, no!"
437,The Return of the King,SAM,"Oh my!   I'm sorry.  I didn't mean it to go so far.  I was just     so, so angry!  Here just' let's just rest a bit."
438,The Return of the King,FRODO,I'm all right.
439,The Return of the King,SAM,"No.  No you're not all right, you're exhausted.  It's that Gollum.  It's     this place.  It's that thing around your neck.  , I could help a bit.  I could carry it for     a while ,,     carry it for a while ,      I could carry it' I could carry it' Share the load' share the load' share     the load"
440,The Return of the King,FRODO,Get away!
441,The Return of the King,FARAMIR,"Fall back!  ,  Retreat!  Retreat!  Run for your lives!"
442,The Return of the King,GOTHMOG,The age of men is over.  The time of the Orc has come.
443,The Return of the King,SOLDIERS,"Keep going.  It's the Nazgul.  Take cover my lord.     ,     It's coming."
444,The Return of the King,SOLDIERS IN MINAS TIRITH,Its Mithrandir!  The White Rider!
445,The Return of the King,SOLDIER,Pull!
446,The Return of the King,FARAMIR,"Mithrandir!  ,     They broke through our defences.  They've taken the bridge and the West     bank.  Battalions of Orcs are crossing the river."
447,The Return of the King,IROLAS,It is as the Lord Denethor predicted!  Long has he foreseen this doom!
448,The Return of the King,GANDALF,Foreseen and done nothing!
449,The Return of the King,GANDALF,Faramir?  This is not the first Halfling to have crossed your path.
450,The Return of the King,FARAMIR,No.
451,The Return of the King,PIPPIN,You've seen Frodo and Sam?
452,The Return of the King,GANDALF,Where?  When?
453,The Return of the King,SAM,"I don't want to keep it.  , I just want to help."
454,The Return of the King,GOLLUM,See?  See?  He wants it for himself.
455,The Return of the King,SAM,"Shut up you!  ,  Go away!  Get     out of here!"
456,The Return of the King,FRODO,"No Sam!  It's you!  ,      I'm sorry Sam."
457,The Return of the King,SAM,But he's a liar!  He's poisoned     you against me.
458,The Return of the King,FRODO,You can't help me any more.
459,The Return of the King,SAM,You don't mean that.
460,The Return of the King,FRODO,Go home.
461,The Return of the King,GANDALF,"Faramir!  Faramir!     , Your     father's will has turned to madness.  Do not throw away your life so     rashly."
462,The Return of the King,FARAMIR,"Where does my allegiance lie if not here?  This is the city of the men     of N'menor.  I will gladly give my life to defend her beauty, her memory,     her wisdom."
463,The Return of the King,GANDALF,"Your father loves you Faramir.  ,  He will remember it before the end."
464,The Return of the King,DENETHOR,Can you sing Master Hobbit?
465,The Return of the King,PIPPIN,"well, yes.  At least well     enough for my own people.  But we have no songs for great halls and evil     times."
466,The Two Towers,GANDALF,"Sauron's wrath will be terrible, his retribution swift."
467,The Two Towers,GANDALF,The battle for Helm's Deep is over. The battle for Middle-earth is about to begin.
468,The Two Towers,GANDALF,(looking back out to Mordor) All our hopes now lie with two little Hobbits...
469,The Return of the King,FARAMIR,"In Ithilien.  Not two days ago.  Gandalf, they're taking the road to the     Morgul vale."
470,The Return of the King,GANDALF,And then the pass of Cirith Ungol.
471,The Return of the King,PIPPIN,What does that mean? What's wrong?  He looks at Gandalf.
472,The Return of the King,GANDALF,Faramir tell me everything.  Tell me all you know.
473,The Return of the King,DENETHOR,This is how you would serve your city?  You would risk its utter     ruin?
474,The Return of the King,FARAMIR,I did what I judged to be right.
475,The Return of the King,DENETHOR,"What you judged to be right!  You sent the Ring of power into Mordor in     the hands of a witless Halfling!  It should have been brought back to the     citadel to be kept safe. Hidden.  Dark and deep in the vaults' not to be     used.  ,      unless, at the uttermost end of need."
476,The Return of the King,FARAMIR,I would not use the Ring.  Not if Minas Tirith were falling in ruin and     I alone could save her.
477,The Return of the King,DENETHOR,Ever you desire to appear lordly and gracious as a King of old.       Boromir would have remembered his father's need.   He would have brought me     a kingly gift
478,The Return of the King,FARAMIR,Boromir would not have brought the Ring.   He would have stretched     out his hand to this thing and taking it he would have fallen.
